Player,Pos,Age,MP,Min,90s,Gls,Ast,CrdY,CrdR,xG,Gls/90,Ast/90,xG/90,2CrdY,Fls,Fld,Off,Crs,Int,TklW,Recov,Won%,club
Manuel Prietl,3,29.0,26,2123.0,23.6,0.0,1.0,3.0,0.0,1.0,0.0,0.04,0.04,0.0,39.0,10.0,0.0,7.0,39.0,26.0,142.0,48.1,arminia
Jacob Barrett Laursen,2,26.0,24,1632.0,18.1,2.0,0.0,1.0,0.0,0.2,0.11,0.0,0.01,0.0,12.0,6.0,1.0,54.0,28.0,12.0,99.0,40.9,arminia
Sebastian Vasiliadis,3,23.0,19,1193.0,13.3,0.0,0.0,3.0,0.0,0.4,0.0,0.0,0.03,0.0,14.0,5.0,2.0,5.0,25.0,17.0,84.0,53.1,arminia
Janni Serra,4,23.0,26,1117.0,12.4,3.0,2.0,1.0,0.0,3.2,0.24,0.16,0.26,0.0,16.0,14.0,5.0,1.0,5.0,2.0,36.0,36.4,arminia
Fabian Klos,4,33.0,25,1420.0,15.8,3.0,1.0,2.0,1.0,4.6,0.19,0.06,0.29,0.0,30.0,18.0,3.0,11.0,0.0,5.0,38.0,51.6,arminia
Robin Hack,7,22.0,30,1364.0,15.2,0.0,3.0,2.0,0.0,1.9,0.0,0.2,0.12,0.0,17.0,21.0,4.0,34.0,5.0,8.0,73.0,28.6,arminia
Fabian Kunze,3,23.0,22,1260.0,14.0,0.0,0.0,9.0,0.0,0.4,0.0,0.0,0.03,0.0,38.0,21.0,0.0,10.0,19.0,21.0,106.0,53.6,arminia
Florian Krüger,7,22.0,27,1129.0,12.5,1.0,2.0,0.0,0.0,1.2,0.08,0.16,0.1,0.0,8.0,9.0,4.0,20.0,2.0,1.0,47.0,37.9,arminia
Andrés Andrade Cedeño,2,22.0,17,1046.0,11.6,0.0,0.0,4.0,0.0,0.3,0.0,0.0,0.02,0.0,14.0,2.0,1.0,21.0,19.0,16.0,80.0,50.9,arminia
Guilherme Ramos,2,23.0,13,906.0,10.1,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.02,0.0,16.0,5.0,1.0,5.0,27.0,15.0,48.0,64.6,arminia
Bryan Lasme,4,22.0,23,877.0,9.7,2.0,0.0,2.0,0.0,0.8,0.21,0.0,0.08,0.0,15.0,12.0,9.0,16.0,1.0,6.0,34.0,49.3,arminia
Nathan de Medina,2,23.0,19,775.0,8.6,0.0,0.0,2.0,0.0,0.2,0.0,0.0,0.03,0.0,14.0,9.0,0.0,5.0,10.0,10.0,43.0,36.4,arminia
Gonzalo Castro,7,34.0,12,436.0,4.8,1.0,1.0,0.0,0.0,0.8,0.21,0.21,0.17,0.0,7.0,4.0,2.0,21.0,3.0,3.0,26.0,60.0,arminia
George Bello,2,19.0,10,434.0,4.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.02,0.0,4.0,6.0,1.0,11.0,6.0,7.0,26.0,0.0,arminia
Edimilson Fernandes,7,25.0,7,283.0,3.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.02,0.0,3.0,1.0,0.0,14.0,2.0,0.0,23.0,62.5,arminia
Sebastian Griesbeck,5,30.0,29,2439.0,27.1,1.0,0.0,7.0,0.0,0.6,0.04,0.0,0.02,0.0,32.0,16.0,0.0,1.0,43.0,31.0,148.0,56.6,greuther furth
Marco Meyerhöfer,2,25.0,26,2280.0,25.3,1.0,0.0,0.0,0.0,1.2,0.04,0.0,0.05,0.0,16.0,25.0,1.0,43.0,47.0,35.0,141.0,48.9,greuther furth
Nick Viergever,2,31.0,24,2133.0,23.7,0.0,0.0,2.0,0.0,0.4,0.0,0.0,0.02,0.0,14.0,6.0,0.0,1.0,37.0,23.0,133.0,40.0,greuther furth
Paul Seguin,3,26.0,27,2108.0,23.4,0.0,3.0,9.0,0.0,0.5,0.0,0.13,0.02,0.0,42.0,26.0,0.0,41.0,19.0,31.0,170.0,52.6,greuther furth
Timothy Tillman,3,22.0,29,2004.0,22.3,1.0,2.0,3.0,0.0,1.6,0.04,0.09,0.07,0.0,37.0,42.0,1.0,67.0,12.0,26.0,136.0,26.3,greuther furth
Max Christiansen,3,24.0,27,2054.0,22.8,0.0,0.0,5.0,0.0,0.4,0.0,0.0,0.02,0.0,20.0,19.0,1.0,3.0,68.0,25.0,179.0,51.3,greuther furth
