Player,Pos,Age,MP,Min,90s,Gls,Ast,CrdY,CrdR,xG,Gls/90,Ast/90,xG/90,2CrdY,Fls,Fld,Off,Crs,Int,TklW,Recov,Won%,club
Charles,1,27.0,14,1260.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,12.0,100.0,vizela
Igor Julião,2,26.0,13,996.0,11.1,0.0,3.0,3.0,0.0,0.2,0.0,0.27,0.02,0.0,11.0,13.0,1.0,27.0,9.0,11.0,53.0,50.0,vizela
Kévin Zohi,4,24.0,25,826.0,9.2,0.0,1.0,2.0,0.0,2.2,0.0,0.11,0.24,0.0,8.0,13.0,6.0,8.0,5.0,6.0,41.0,36.0,vizela
Raphael Guzzo,3,26.0,24,822.0,9.1,2.0,1.0,4.0,0.0,2.6,0.22,0.11,0.28,0.0,17.0,9.0,2.0,15.0,10.0,4.0,55.0,47.1,vizela
Osama Rashid,3,29.0,11,585.0,6.5,0.0,0.0,2.0,0.0,0.7,0.0,0.0,0.1,0.0,12.0,11.0,1.0,22.0,7.0,6.0,26.0,33.3,vizela
Hugues Zagbayou,3,31.0,9,386.0,4.3,0.0,1.0,2.0,0.0,0.0,0.0,0.23,0.01,0.0,8.0,4.0,0.0,2.0,6.0,5.0,19.0,50.0,vizela
André Bukia,7,26.0,32,2565.0,28.5,4.0,2.0,5.0,0.0,4.3,0.14,0.07,0.15,0.0,48.0,112.0,3.0,64.0,15.0,12.0,151.0,25.0,arouca
Thales Oleques,2,27.0,32,2715.0,30.2,0.0,2.0,2.0,0.0,0.8,0.0,0.07,0.03,0.0,19.0,20.0,5.0,88.0,50.0,43.0,140.0,46.1,arouca
André Silva,4,24.0,31,2532.0,28.1,9.0,3.0,6.0,2.0,5.7,0.32,0.11,0.2,1.0,38.0,47.0,6.0,28.0,10.0,7.0,86.0,36.0,arouca
Quaresma,2,24.0,31,2429.0,27.0,0.0,0.0,7.0,0.0,0.5,0.0,0.0,0.02,0.0,33.0,41.0,4.0,60.0,42.0,33.0,177.0,56.5,arouca
Arsénio Martins Lafuente Nunes,7,31.0,33,2188.0,24.3,2.0,3.0,7.0,0.0,3.8,0.08,0.12,0.16,0.0,22.0,37.0,6.0,105.0,14.0,17.0,93.0,42.9,arouca
Leandro Miguel Pereira Silva,3,27.0,31,2198.0,24.4,1.0,1.0,7.0,0.0,0.9,0.04,0.04,0.04,0.0,29.0,22.0,0.0,59.0,27.0,21.0,169.0,43.2,arouca
Victor Braga,1,29.0,24,2077.0,23.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,42.0,100.0,arouca
Pedro Manuel da Silva Moreira,3,32.0,24,1715.0,19.1,0.0,1.0,5.0,0.0,0.7,0.0,0.05,0.04,0.0,32.0,39.0,1.0,10.0,23.0,19.0,107.0,48.3,arouca
Eboue Kouassi,3,23.0,19,1465.0,16.3,1.0,0.0,9.0,0.0,1.7,0.06,0.0,0.1,0.0,37.0,18.0,0.0,1.0,12.0,11.0,89.0,58.7,arouca
Abdoulaye Ba,2,30.0,20,1343.0,14.9,0.0,0.0,4.0,0.0,0.7,0.0,0.0,0.05,0.0,17.0,4.0,1.0,0.0,29.0,11.0,104.0,70.2,arouca
David Simão,3,31.0,15,1125.0,12.5,1.0,2.0,4.0,1.0,0.5,0.08,0.16,0.04,0.0,40.0,20.0,1.0,60.0,9.0,16.0,73.0,70.6,arouca
Nino Galović,2,29.0,12,929.0,10.3,0.0,0.0,4.0,0.0,0.1,0.0,0.0,0.01,0.0,15.0,8.0,1.0,0.0,15.0,5.0,53.0,57.6,arouca
Tiago Esgaio,2,25.0,19,917.0,10.2,0.0,1.0,4.0,0.0,0.1,0.0,0.1,0.01,0.0,11.0,10.0,0.0,20.0,12.0,7.0,36.0,61.5,arouca
Eugeni Valderrama,3,27.0,11,528.0,5.9,0.0,0.0,2.0,0.0,0.6,0.0,0.0,0.1,0.0,13.0,10.0,1.0,29.0,6.0,5.0,30.0,33.3,arouca
Pité,3,26.0,27,971.0,10.8,1.0,0.0,3.0,1.0,1.2,0.09,0.0,0.12,1.0,31.0,12.0,0.0,10.0,5.0,18.0,53.0,24.6,arouca
Fernando Castro,1,24.0,7,619.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,100.0,arouca
Antony,7,19.0,21,666.0,7.4,2.0,0.0,1.0,0.0,1.4,0.27,0.0,0.18,0.0,14.0,15.0,4.0,12.0,7.0,12.0,44.0,40.0,arouca
Alan Ruiz,3,27.0,9,468.0,5.2,1.0,1.0,4.0,0.0,0.4,0.19,0.19,0.07,0.0,14.0,8.0,0.0,31.0,1.0,3.0,19.0,50.0,arouca
Oday Dabbagh,7,22.0,23,684.0,7.6,4.0,1.0,6.0,1.0,4.2,0.53,0.13,0.55,1.0,17.0,9.0,7.0,6.0,4.0,5.0,25.0,38.9,arouca
Tiago Araújo,6,20.0,15,475.0,5.3,0.0,0.0,5.0,0.0,0.4,0.0,0.0,0.07,0.0,11.0,4.0,0.0,34.0,2.0,8.0,35.0,54.5,arouca
José Manuel Velázquez,2,30.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.07,0.0,5.0,1.0,2.0,0.0,11.0,2.0,13.0,56.3,arouca
Gastón Campi,2,30.0,5,359.0,4.0,0.0,0.0,3.0,0.0,0.3,0.0,0.0,0.07,0.0,8.0,1.0,1.0,0.0,8.0,3.0,12.0,60.0,arouca
Norbert Haymamba,1,22.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,100.0,arouca
Bruninho,4,22.0,12,296.0,3.3,1.0,0.0,1.0,0.0,2.4,0.3,0.0,0.85,0.0,11.0,10.0,5.0,1.0,1.0,2.0,6.0,41.4,arouca
Lazar Rosić,2,28.0,28,2520.0,28.0,0.0,0.0,7.0,0.0,1.3,0.0,0.0,0.05,0.0,29.0,26.0,0.0,6.0,36.0,10.0,169.0,55.6,moreirense
Paulo Sérgio Mota,5,30.0,29,2316.0,25.7,1.0,2.0,6.0,1.0,1.5,0.04,0.08,0.06,0.0,28.0,14.0,1.0,154.0,16.0,16.0,85.0,44.2,moreirense
Fábio Pacheco,3,33.0,28,1855.0,20.6,0.0,0.0,11.0,2.0,0.4,0.0,0.0,0.02,1.0,47.0,13.0,1.0,1.0,34.0,30.0,98.0,55.1,moreirense
Artur Jorge Marques Amorim,2,26.0,23,1996.0,22.2,1.0,0.0,9.0,0.0,1.0,0.05,0.0,0.05,0.0,28.0,9.0,1.0,4.0,34.0,18.0,115.0,48.2,moreirense
Yan Santos,7,22.0,31,1778.0,19.8,6.0,4.0,5.0,0.0,6.6,0.3,0.2,0.34,0.0,15.0,29.0,6.0,50.0,13.0,30.0,101.0,20.7,moreirense
Mateus Pasinato,1,29.0,19,1710.0,19.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,37.0,87.5,moreirense
Ibrahima Camará,3,22.0,29,1698.0,18.9,0.0,4.0,8.0,0.0,2.2,0.0,0.21,0.12,0.0,40.0,22.0,1.0,59.0,12.0,16.0,141.0,56.4,moreirense
Walterson,7,26.0,25,1425.0,15.8,1.0,0.0,5.0,0.0,2.8,0.06,0.0,0.18,0.0,36.0,40.0,7.0,40.0,16.0,23.0,105.0,23.8,moreirense
Steven Vitória,2,34.0,18,1424.0,15.8,2.0,0.0,11.0,2.0,4.3,0.13,0.0,0.27,2.0,24.0,20.0,2.0,1.0,11.0,7.0,77.0,75.0,moreirense
Abdu Conté,5,23.0,16,1376.0,15.3,0.0,0.0,2.0,0.0,0.4,0.0,0.0,0.02,0.0,28.0,12.0,0.0,62.0,7.0,10.0,82.0,58.3,moreirense
Kewin,1,25.0,15,1350.0,15.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,17.0,71.4,moreirense
Pablo Santos,2,29.0,14,1225.0,13.6,1.0,0.0,2.0,0.0,0.7,0.07,0.0,0.05,0.0,17.0,15.0,0.0,1.0,27.0,15.0,66.0,52.4,moreirense
Pedro Amador,5,22.0,20,1200.0,13.3,0.0,3.0,3.0,0.0,0.8,0.0,0.23,0.06,0.0,17.0,9.0,2.0,66.0,22.0,13.0,57.0,50.0,moreirense
Felipe Pires,7,26.0,19,1160.0,12.9,1.0,1.0,3.0,0.0,0.7,0.08,0.08,0.06,0.0,8.0,29.0,5.0,56.0,2.0,6.0,74.0,23.8,moreirense
André Luis,7,27.0,30,1332.0,14.8,6.0,1.0,5.0,0.0,3.6,0.41,0.07,0.24,0.0,18.0,28.0,3.0,7.0,2.0,5.0,44.0,59.8,moreirense
Filipe Soares,3,22.0,15,1010.0,11.2,0.0,0.0,3.0,0.0,2.1,0.0,0.0,0.19,0.0,28.0,23.0,0.0,6.0,13.0,8.0,72.0,37.5,moreirense
Jefferson,3,27.0,14,991.0,11.0,2.0,0.0,3.0,0.0,1.1,0.18,0.0,0.1,0.0,22.0,19.0,0.0,5.0,11.0,15.0,61.0,40.0,moreirense
Gonçalo Franco,3,20.0,23,1145.0,12.7,0.0,0.0,4.0,0.0,0.9,0.0,0.0,0.07,0.0,25.0,29.0,0.0,14.0,16.0,17.0,62.0,20.0,moreirense
Godfried Frimpong,5,22.0,12,581.0,6.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,2.0,46.0,9.0,7.0,30.0,53.3,moreirense
Sori Mané,3,25.0,12,492.0,5.5,1.0,0.0,2.0,0.0,0.2,0.18,0.0,0.03,0.0,9.0,6.0,0.0,3.0,4.0,5.0,37.0,40.0,moreirense
Matheus Silva,5,23.0,12,479.0,5.3,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.03,0.0,7.0,15.0,1.0,12.0,5.0,2.0,25.0,76.5,moreirense
Derik Lacerda,7,21.0,28,780.0,8.7,2.0,2.0,5.0,0.0,1.9,0.23,0.23,0.22,0.0,14.0,27.0,3.0,3.0,7.0,14.0,49.0,56.9,moreirense
Kevin Mirallas,7,33.0,8,295.0,3.3,1.0,0.0,0.0,0.0,0.4,0.31,0.0,0.14,0.0,6.0,2.0,1.0,5.0,1.0,1.0,15.0,16.7,moreirense
Rodrigo Conceição,5,21.0,13,383.0,4.3,0.0,2.0,2.0,1.0,0.1,0.0,0.47,0.03,0.0,8.0,7.0,0.0,32.0,3.0,9.0,18.0,26.7,moreirense
Rúben Ramos,5,22.0,10,375.0,4.2,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.07,0.0,8.0,6.0,0.0,1.0,5.0,2.0,27.0,50.0,moreirense
Pedro Trigueira,1,33.0,29,2597.0,28.9,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,35.0,77.8,tondela
Modibo Sagnan,2,22.0,27,2248.0,25.0,1.0,1.0,9.0,1.0,0.5,0.04,0.04,0.02,1.0,47.0,10.0,2.0,0.0,24.0,39.0,122.0,52.2,tondela
Iker Undabarrena,3,26.0,28,2006.0,22.3,2.0,1.0,6.0,1.0,0.4,0.09,0.04,0.02,0.0,33.0,35.0,1.0,9.0,35.0,28.0,142.0,59.0,tondela
Pedro Borges,3,24.0,29,1987.0,22.1,2.0,0.0,7.0,0.0,1.5,0.09,0.0,0.07,0.0,41.0,47.0,2.0,2.0,28.0,40.0,129.0,40.6,tondela
Neto Borges,5,24.0,29,2134.0,23.7,1.0,4.0,8.0,1.0,0.7,0.04,0.17,0.03,1.0,27.0,34.0,3.0,51.0,49.0,35.0,139.0,62.2,tondela
Tiago Melo Almeida,5,19.0,24,1850.0,20.6,0.0,3.0,2.0,0.0,0.6,0.0,0.15,0.03,0.0,16.0,21.0,0.0,20.0,26.0,28.0,121.0,39.3,tondela
João Pedro,3,28.0,29,1920.0,21.3,8.0,2.0,9.0,0.0,6.4,0.37,0.09,0.3,0.0,45.0,52.0,2.0,30.0,23.0,25.0,99.0,40.7,tondela
Rafael Barbosa,7,25.0,29,1732.0,19.2,2.0,2.0,6.0,0.0,3.2,0.1,0.1,0.17,0.0,31.0,34.0,1.0,51.0,9.0,8.0,91.0,0.0,tondela
Daniel,4,25.0,27,1596.0,17.7,4.0,0.0,5.0,0.0,3.8,0.23,0.0,0.22,0.0,32.0,53.0,20.0,7.0,2.0,5.0,43.0,50.4,tondela
Manu Hernando,2,23.0,23,1599.0,17.8,3.0,0.0,7.0,2.0,1.2,0.17,0.0,0.07,1.0,21.0,15.0,0.0,0.0,30.0,9.0,75.0,59.6,tondela
Eduardo Quaresma,2,19.0,25,1542.0,17.1,2.0,1.0,2.0,0.0,1.8,0.12,0.06,0.1,0.0,15.0,16.0,0.0,1.0,20.0,28.0,112.0,32.3,tondela
Bebeto,5,31.0,22,1384.0,15.4,0.0,1.0,5.0,0.0,0.2,0.0,0.07,0.01,0.0,29.0,23.0,3.0,45.0,31.0,49.0,90.0,42.5,tondela
Renat Dadaşov,4,22.0,30,1441.0,16.0,2.0,2.0,3.0,0.0,2.7,0.12,0.12,0.17,0.0,35.0,50.0,7.0,1.0,4.0,2.0,47.0,35.8,tondela
Tiago Dantas,3,20.0,26,1099.0,12.2,1.0,2.0,0.0,0.0,1.1,0.08,0.16,0.09,0.0,2.0,11.0,0.0,10.0,11.0,10.0,74.0,0.0,tondela
Naoufel Khacef,6,23.0,14,866.0,9.6,0.0,0.0,5.0,0.0,0.1,0.0,0.0,0.01,0.0,28.0,23.0,1.0,18.0,14.0,10.0,49.0,44.0,tondela
Marcelo Alves,2,23.0,9,725.0,8.1,0.0,0.0,2.0,1.0,0.2,0.0,0.0,0.02,0.0,9.0,1.0,1.0,0.0,6.0,5.0,25.0,57.1,tondela
Juan Manuel Boselli,7,21.0,21,859.0,9.5,5.0,0.0,2.0,0.0,2.2,0.52,0.0,0.23,0.0,18.0,16.0,2.0,32.0,3.0,7.0,39.0,39.0,tondela
Ricardo Miguel Martins Alves,5,30.0,17,827.0,9.2,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.11,0.0,11.0,6.0,0.0,4.0,10.0,7.0,28.0,61.9,tondela
Jota Gonçalves,2,21.0,5,372.0,4.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,3.0,3.0,20.0,38.5,tondela
Yohan Tavares,2,33.0,28,2520.0,28.0,0.0,0.0,8.0,0.0,0.4,0.0,0.0,0.01,0.0,46.0,8.0,3.0,2.0,31.0,26.0,146.0,54.7,belenenses sad
Afonso Sousa,7,21.0,30,2263.0,25.1,1.0,2.0,9.0,0.0,3.1,0.04,0.08,0.12,0.0,28.0,59.0,1.0,23.0,24.0,24.0,109.0,53.3,belenenses sad
Carraça,5,28.0,26,2209.0,24.5,0.0,3.0,11.0,0.0,1.4,0.0,0.12,0.06,0.0,33.0,37.0,1.0,157.0,27.0,28.0,133.0,43.2,belenenses sad
Thibang Phete,5,27.0,26,1845.0,20.5,0.0,0.0,8.0,1.0,1.1,0.0,0.0,0.05,1.0,35.0,40.0,2.0,3.0,23.0,14.0,112.0,50.0,belenenses sad
Diogo Calila,5,22.0,26,1918.0,21.3,0.0,1.0,9.0,1.0,0.1,0.0,0.05,0.0,0.0,39.0,29.0,2.0,82.0,17.0,16.0,111.0,39.5,belenenses sad
Danny Henriques,2,24.0,26,1970.0,21.9,0.0,0.0,5.0,0.0,0.8,0.0,0.0,0.04,0.0,22.0,13.0,0.0,8.0,24.0,9.0,103.0,48.8,belenenses sad
Chima Akas,2,27.0,25,1751.0,19.5,1.0,1.0,10.0,0.0,0.5,0.05,0.05,0.02,0.0,28.0,7.0,3.0,27.0,26.0,20.0,82.0,69.7,belenenses sad
Safira,4,26.0,24,1450.0,16.1,7.0,0.0,8.0,0.0,5.5,0.43,0.0,0.34,0.0,59.0,45.0,6.0,13.0,4.0,6.0,44.0,55.4,belenenses sad
Tomás Ribeiro,2,22.0,17,1530.0,17.0,0.0,0.0,1.0,0.0,0.7,0.0,0.0,0.04,0.0,13.0,12.0,0.0,6.0,27.0,8.0,73.0,67.3,belenenses sad
Sphephelo Sithole,3,22.0,25,1495.0,16.6,0.0,0.0,9.0,2.0,0.2,0.0,0.0,0.01,1.0,44.0,24.0,0.0,4.0,18.0,16.0,134.0,51.9,belenenses sad
Abel Camará,4,31.0,24,1560.0,17.3,5.0,0.0,4.0,2.0,6.1,0.29,0.0,0.35,0.0,27.0,44.0,23.0,18.0,8.0,12.0,42.0,37.0,belenenses sad
Pedro Nuno,7,26.0,30,1424.0,15.8,2.0,0.0,4.0,0.0,4.4,0.13,0.0,0.28,0.0,22.0,50.0,5.0,38.0,8.0,8.0,61.0,30.2,belenenses sad
Yves Baraye,7,29.0,13,1060.0,11.8,2.0,1.0,4.0,0.0,2.0,0.17,0.08,0.17,0.0,19.0,34.0,1.0,26.0,13.0,5.0,75.0,30.3,belenenses sad
Andrija Luković,3,26.0,18,891.0,9.9,0.0,1.0,4.0,0.0,0.8,0.0,0.1,0.08,0.0,17.0,10.0,1.0,33.0,14.0,7.0,41.0,42.1,belenenses sad
Nilton Varela,5,20.0,17,781.0,8.7,1.0,1.0,4.0,0.0,0.4,0.12,0.12,0.04,0.0,22.0,15.0,0.0,19.0,15.0,12.0,46.0,55.6,belenenses sad
Rafael Camacho,7,21.0,16,878.0,9.8,0.0,1.0,1.0,0.0,1.5,0.0,0.1,0.15,0.0,4.0,20.0,2.0,23.0,2.0,7.0,39.0,53.8,belenenses sad
Alioune Ndour,4,20.0,19,829.0,9.2,2.0,0.0,1.0,1.0,2.0,0.22,0.0,0.22,0.0,18.0,8.0,9.0,5.0,2.0,3.0,21.0,42.6,belenenses sad
Braima Sambú,3,20.0,13,711.0,7.9,0.0,0.0,3.0,0.0,0.1,0.0,0.0,0.01,0.0,19.0,18.0,0.0,2.0,11.0,6.0,50.0,50.0,belenenses sad
Francisco Chico,7,23.0,12,549.0,6.1,0.0,0.0,1.0,0.0,0.1,0.0,0.0,0.02,0.0,12.0,14.0,0.0,33.0,5.0,4.0,29.0,35.7,belenenses sad
César Sousa,3,21.0,11,484.0,5.4,0.0,0.0,4.0,0.0,0.4,0.0,0.0,0.07,0.0,11.0,10.0,0.0,4.0,11.0,15.0,37.0,55.6,belenenses sad
Trova Boni,3,21.0,6,441.0,4.9,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.01,0.0,5.0,5.0,1.0,0.0,9.0,6.0,27.0,38.5,belenenses sad
Licá,6,32.0,12,417.0,4.6,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.05,0.0,4.0,4.0,3.0,5.0,3.0,1.0,14.0,27.8,belenenses sad
Rafael Leão,4,22.0,34,2605.0,28.9,11.0,10.0,4.0,0.0,8.8,0.38,0.35,0.3,0.0,25.0,45.0,8.0,63.0,12.0,7.0,99.0,43.1,milan
Sandro Tonali,3,21.0,36,2600.0,28.9,5.0,2.0,9.0,0.0,4.1,0.17,0.07,0.14,0.0,45.0,50.0,3.0,108.0,34.0,37.0,189.0,41.7,milan
Fikayo Tomori,2,23.0,31,2718.0,30.2,0.0,0.0,4.0,0.0,1.1,0.0,0.0,0.04,0.0,19.0,11.0,0.0,3.0,45.0,44.0,183.0,51.5,milan
Theo Hernández,2,23.0,32,2711.0,30.1,5.0,5.0,7.0,2.0,3.7,0.17,0.17,0.12,1.0,34.0,74.0,8.0,126.0,23.0,35.0,219.0,64.1,milan
Franck Kessié,3,24.0,31,2308.0,25.6,6.0,0.0,2.0,0.0,4.4,0.23,0.0,0.17,0.0,36.0,31.0,1.0,12.0,23.0,23.0,176.0,50.8,milan
Brahim Díaz,3,21.0,31,1855.0,20.6,3.0,3.0,4.0,0.0,4.1,0.15,0.15,0.2,0.0,22.0,33.0,4.0,11.0,8.0,17.0,108.0,9.1,milan
Davide Calabria,2,24.0,26,2119.0,23.5,2.0,2.0,2.0,0.0,3.8,0.08,0.08,0.16,0.0,15.0,28.0,1.0,53.0,23.0,37.0,140.0,27.0,milan
Olivier Giroud,4,34.0,29,1892.0,21.0,11.0,3.0,4.0,0.0,9.8,0.52,0.14,0.47,0.0,31.0,22.0,11.0,4.0,3.0,11.0,42.0,64.3,milan
Alexis Saelemaekers,4,22.0,36,1865.0,20.7,1.0,3.0,2.0,0.0,2.9,0.05,0.14,0.14,0.0,29.0,37.0,1.0,63.0,15.0,22.0,120.0,39.1,milan
Pierre Kalulu,2,21.0,28,1944.0,21.6,1.0,2.0,4.0,0.0,0.3,0.05,0.09,0.02,0.0,16.0,6.0,2.0,22.0,26.0,36.0,150.0,34.9,milan
Alessio Romagnoli,2,26.0,19,1409.0,15.7,1.0,0.0,4.0,1.0,0.6,0.06,0.0,0.04,0.0,17.0,13.0,3.0,1.0,19.0,14.0,79.0,70.8,milan
Ismaël Bennacer,3,23.0,31,1525.0,16.9,2.0,1.0,7.0,0.0,0.7,0.12,0.06,0.04,0.0,25.0,44.0,0.0,24.0,25.0,30.0,153.0,45.5,milan
Rade Krunić,7,27.0,28,1416.0,15.7,0.0,1.0,2.0,0.0,0.7,0.0,0.06,0.05,0.0,21.0,29.0,1.0,11.0,16.0,18.0,86.0,47.1,milan
Junior Messias,7,30.0,26,1428.0,15.9,5.0,2.0,2.0,0.0,3.5,0.32,0.13,0.22,0.0,21.0,24.0,3.0,52.0,17.0,18.0,88.0,45.9,milan
Alessandro Florenzi,6,30.0,24,1152.0,12.8,2.0,0.0,2.0,0.0,0.7,0.16,0.0,0.06,0.0,10.0,8.0,3.0,56.0,27.0,14.0,79.0,50.0,milan
Zlatan Ibrahimović,4,39.0,23,1016.0,11.3,8.0,2.0,2.0,0.0,7.2,0.71,0.18,0.64,0.0,16.0,9.0,19.0,6.0,3.0,0.0,18.0,63.8,milan
Simon Kjær,2,32.0,11,802.0,8.9,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.05,0.0,20.0,5.0,0.0,1.0,9.0,12.0,46.0,48.1,milan
Ante Rebić,4,27.0,24,891.0,9.9,2.0,2.0,2.0,0.0,2.4,0.2,0.2,0.24,0.0,18.0,9.0,8.0,28.0,3.0,8.0,25.0,37.1,milan
Matteo Gabbia,2,21.0,8,537.0,6.0,0.0,0.0,3.0,0.0,0.1,0.0,0.0,0.01,0.0,7.0,2.0,0.0,0.0,8.0,3.0,25.0,61.9,milan
Tiemoué Bakayoko,3,26.0,14,501.0,5.6,0.0,0.0,3.0,0.0,0.3,0.0,0.0,0.05,0.0,12.0,10.0,0.0,1.0,9.0,13.0,33.0,66.7,milan
Fodé Ballo-Touré,2,24.0,10,446.0,5.0,0.0,0.0,2.0,0.0,0.3,0.0,0.0,0.06,0.0,12.0,10.0,1.0,18.0,3.0,14.0,35.0,35.7,milan
Nicolò Barella,3,24.0,36,2913.0,32.4,3.0,11.0,9.0,0.0,4.7,0.09,0.34,0.14,0.0,30.0,52.0,4.0,66.0,21.0,42.0,190.0,47.8,internazionale
Milan Škriniar,2,26.0,35,3150.0,35.0,3.0,0.0,3.0,0.0,3.2,0.09,0.0,0.09,0.0,43.0,23.0,2.0,3.0,25.0,27.0,160.0,49.5,internazionale
Marcelo Brozović,3,28.0,35,2937.0,32.6,2.0,1.0,7.0,0.0,1.3,0.06,0.03,0.04,0.0,43.0,32.0,0.0,23.0,37.0,45.0,252.0,35.1,internazionale
Ivan Perišić,2,32.0,35,2821.0,31.3,8.0,6.0,4.0,0.0,4.3,0.26,0.19,0.14,0.0,29.0,6.0,13.0,150.0,47.0,22.0,167.0,63.2,internazionale
Hakan Çalhanoğlu,3,27.0,34,2480.0,27.6,7.0,12.0,11.0,0.0,5.9,0.25,0.44,0.22,0.0,36.0,26.0,0.0,196.0,25.0,23.0,187.0,32.3,internazionale
Alessandro Bastoni,2,22.0,31,2311.0,25.7,1.0,2.0,4.0,0.0,0.3,0.04,0.08,0.01,0.0,30.0,28.0,0.0,29.0,35.0,25.0,152.0,62.3,internazionale
Stefan de Vrij,2,29.0,30,2410.0,26.8,0.0,0.0,3.0,0.0,2.6,0.0,0.0,0.1,0.0,19.0,6.0,0.0,2.0,32.0,29.0,158.0,59.1,internazionale
Lautaro Martínez,4,23.0,35,2282.0,25.4,21.0,3.0,6.0,0.0,20.9,0.83,0.12,0.83,0.0,40.0,46.0,12.0,15.0,18.0,10.0,67.0,46.8,internazionale
Edin Džeko,4,35.0,36,2469.0,27.4,13.0,6.0,2.0,0.0,14.8,0.47,0.22,0.54,0.0,27.0,39.0,5.0,35.0,4.0,8.0,81.0,53.2,internazionale
Denzel Dumfries,2,25.0,33,2028.0,22.5,5.0,4.0,3.0,0.0,5.2,0.22,0.18,0.23,0.0,32.0,37.0,4.0,36.0,9.0,12.0,89.0,57.3,internazionale
Matteo Darmian,2,31.0,25,1507.0,16.7,2.0,1.0,4.0,0.0,0.7,0.12,0.06,0.04,0.0,23.0,18.0,0.0,37.0,19.0,16.0,54.0,78.3,internazionale
Federico Dimarco,2,23.0,32,1430.0,15.9,2.0,3.0,1.0,0.0,3.5,0.13,0.19,0.22,0.0,15.0,14.0,2.0,151.0,19.0,15.0,103.0,50.0,internazionale
Joaquín Correa,4,26.0,26,1025.0,11.4,6.0,1.0,2.0,0.0,4.6,0.53,0.09,0.4,0.0,15.0,16.0,1.0,1.0,3.0,5.0,32.0,42.1,internazionale
Danilo D'Ambrosio,2,32.0,20,1000.0,11.1,1.0,1.0,2.0,0.0,2.0,0.09,0.09,0.18,0.0,13.0,5.0,1.0,7.0,8.0,15.0,63.0,52.9,internazionale
Alexis Sánchez,4,32.0,27,881.0,9.8,5.0,2.0,0.0,0.0,4.3,0.51,0.2,0.44,0.0,10.0,21.0,8.0,35.0,2.0,8.0,36.0,38.5,internazionale
Roberto Gagliardini,3,27.0,18,649.0,7.2,2.0,2.0,2.0,0.0,0.9,0.28,0.28,0.13,0.0,24.0,16.0,0.0,5.0,9.0,6.0,40.0,50.0,internazionale
Andrea Ranocchia,2,33.0,6,341.0,3.8,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.12,0.0,4.0,2.0,1.0,0.0,4.0,4.0,14.0,69.6,internazionale
Arturo Vidal,3,34.0,28,741.0,8.2,1.0,1.0,3.0,0.0,2.0,0.12,0.12,0.24,0.0,17.0,10.0,1.0,4.0,7.0,10.0,68.0,41.7,internazionale
Matías Vecino,3,29.0,17,377.0,4.2,1.0,0.0,2.0,0.0,1.4,0.24,0.0,0.32,0.0,9.0,3.0,0.0,5.0,4.0,5.0,20.0,58.6,internazionale
Amir Rrahmani,2,27.0,33,2927.0,32.5,4.0,0.0,5.0,0.0,4.0,0.12,0.0,0.12,0.0,23.0,23.0,0.0,0.0,19.0,11.0,174.0,60.9,napoli
Giovanni Di Lorenzo,2,27.0,33,2869.0,31.9,1.0,4.0,3.0,0.0,1.1,0.03,0.13,0.03,0.0,37.0,46.0,8.0,49.0,38.0,36.0,168.0,61.1,napoli
David Ospina,1,32.0,31,2790.0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,48.0,81.8,napoli
Fabián Ruiz Peña,3,25.0,32,2384.0,26.5,7.0,4.0,2.0,0.0,1.6,0.26,0.15,0.06,0.0,21.0,18.0,1.0,17.0,22.0,33.0,203.0,40.0,napoli
Lorenzo Insigne,4,30.0,32,2290.0,25.4,11.0,8.0,2.0,0.0,15.3,0.43,0.31,0.6,0.0,20.0,22.0,5.0,90.0,20.0,14.0,142.0,35.7,napoli
